id,question,reason,query_id,input_text,retrieved_indices,retrieved_scores,method
812,"""{디렉토리/디렉터리} 구조를 분석해 보자."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",디렉터리(directory)의 원어 발음은 [dɪˈrɛktəri]로 [ɛ]는 '에'로 표기한다. 따라서 '디렉토리'가 옳다.,62,디렉터리(directory)의 원어 발음은 [dɪˈrɛktəri]로 [ɛ]는 '에'로 표기한다. 따라서 '디렉토리'가 옳다.,"[171, 160, 172, 167, 121, 56, 86, 21, 72, 7]","[0.7375873923301697, 0.7351641058921814, 0.7303354740142822, 0.729777455329895, 0.7277923822402954, 0.7277923822402954, 0.7235979437828064, 0.7235979437828064, 0.7130326628684998, 0.7130326628684998]",method2_semantic_embedding
813,"""이번 박람회에서는 반드시 우리 회사의 신제품을 {선뵈야/선봬야} 한다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","'선보이다'는 '선(先)을 보이다'의 합성어이다. 이때 '선'은 접두사로 활용되며, '보이다'는 본어이다. 따라서 '선보이다'는 '선(接頭詞)을 보이다(本語)'의 합성어로 '선뵈야'가 아니라 '선봬야'로 적어야 한다.",63,"'선보이다'는 '선(先)을 보이다'의 합성어이다. 이때 '선'은 접두사로 활용되며, '보이다'는 본어이다. 따라서 '선보이다'는 '선(接頭詞)을 보이다(本語)'의 합성어로 '선뵈야'가 아니라 '선봬야'로 적어야 한다.","[104, 39, 92, 27, 83, 18, 96, 31, 99, 34]","[0.8383359313011169, 0.8383359313011169, 0.8077121376991272, 0.8077121376991272, 0.8061460852622986, 0.8061460852622986, 0.800096333026886, 0.800096333026886, 0.79964679479599, 0.79964679479599]",method2_semantic_embedding
814,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
― 어머니를 잃고 홀로 밭일을 하는 아버지의 마음도 얼마나 침울沈鬱했으랴.",한자어 '沈鬱'는 '침울'로 국어에 수용되었다.,64,한자어 '沈鬱'는 '침울'로 국어에 수용되었다.,"[76, 11, 68, 3, 177, 75, 10, 70, 5, 82]","[0.7930811643600464, 0.7930811643600464, 0.781021773815155, 0.781021773815155, 0.7749440670013428, 0.7739908695220947, 0.7739908695220947, 0.7725401520729065, 0.7725401520729065, 0.7722966074943542]",method2_semantic_embedding
815,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""이전확장 개업을 축하합니다.""",'이전 확장'은 하나의 단어가 아니라 '이전'과 '확장'이 결합된 복합 명사이다. 따라서 앞말과 뒷말을 붙여 쓰지 않고 띄어 써야 한다.,65,'이전 확장'은 하나의 단어가 아니라 '이전'과 '확장'이 결합된 복합 명사이다. 따라서 앞말과 뒷말을 붙여 쓰지 않고 띄어 써야 한다.,"[104, 39, 83, 18, 122, 57, 78, 13, 165, 139]","[0.8706136345863342, 0.8706136345863342, 0.8338332176208496, 0.8338332176208496, 0.8249702453613281, 0.8249702453613281, 0.8224772214889526, 0.8224772214889526, 0.8168582916259766, 0.8139315843582153]",method2_semantic_embedding
816,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
― 그럼요. 지금 합니다. 해요.",어미 '요'는 '그렇다'의 어간 '그렇-'에 '요'가 결합한 형태이므로 '그렇요'로 적는다. 그러나 '그렇다'의 어간 '그렇-'에 '어요'가 결합한 형태이므로 '그렇어요'로 적는다.,66,어미 '요'는 '그렇다'의 어간 '그렇-'에 '요'가 결합한 형태이므로 '그렇요'로 적는다. 그러나 '그렇다'의 어간 '그렇-'에 '어요'가 결합한 형태이므로 '그렇어요'로 적는다.,"[92, 27, 94, 29, 120, 55, 99, 34, 96, 31]","[0.8555677533149719, 0.8555677533149719, 0.8548209071159363, 0.8548209071159363, 0.8400092720985413, 0.8400092720985413, 0.8381153345108032, 0.8381153345108032, 0.8302915096282959, 0.8302915096282959]",method2_semantic_embedding
817,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""그는 내 소설을 마음에 들어했다.""","'들다'는 '들다', '들어다', '들어가다', '들어오다', '들어와다' 등으로 파생되는 어근이다. 이 어근은 '들다'만을 표준어로 삼아야 한다.",67,"'들다'는 '들다', '들어다', '들어가다', '들어오다', '들어와다' 등으로 파생되는 어근이다. 이 어근은 '들다'만을 표준어로 삼아야 한다.","[100, 35, 123, 58, 101, 36, 99, 34, 96, 31]","[0.837192177772522, 0.837192177772522, 0.826947808265686, 0.826947808265686, 0.8266517519950867, 0.8266517519950867, 0.8240371942520142, 0.8240371942520142, 0.8201773762702942, 0.8201773762702942]",method2_semantic_embedding
818,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""머리가 히끗한 할머니께서 나오셨다.""",'히끗하다'는 '히끗하다'로만 표준어이다. '히끗하다'는 '히끗하다'의 준말이다. 준말은 표준어로 인정되지 않으므로 '히끗하다'를 써야 한다.,68,'히끗하다'는 '히끗하다'로만 표준어이다. '히끗하다'는 '히끗하다'의 준말이다. 준말은 표준어로 인정되지 않으므로 '히끗하다'를 써야 한다.,"[81, 16, 83, 18, 104, 39, 78, 13, 70, 5]","[0.8469583988189697, 0.8469583988189697, 0.8463294506072998, 0.8463294506072998, 0.8384736180305481, 0.8384736180305481, 0.8350659012794495, 0.8350659012794495, 0.831176221370697, 0.831176221370697]",method2_semantic_embedding
819,"""{계란후라이/계란프라이}를 먹었다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",프라이(fry)는 '프라이'로 표기한다.,69,프라이(fry)는 '프라이'로 표기한다.,"[177, 72, 7, 158, 121, 56, 83, 18, 104, 39]","[0.7464103698730469, 0.719961404800415, 0.719961404800415, 0.7156605124473572, 0.7150201201438904, 0.7150201201438904, 0.7142870426177979, 0.7142870426177979, 0.7139937877655029, 0.7139937877655029]",method2_semantic_embedding
820,"""1920년대에는 식민지 조선에도 {신여성/신녀성}이 등장하기 시작했다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'신여성'은 '신녀성'이 아닌 '신여성'이 표준어이다.,70,'신여성'은 '신녀성'이 아닌 '신여성'이 표준어이다.,"[83, 18, 177, 81, 16, 78, 13, 104, 39, 87]","[0.7802219390869141, 0.7802219390869141, 0.7790692448616028, 0.7722551822662354, 0.7722551822662354, 0.7710015773773193, 0.7710015773773193, 0.7702813744544983, 0.7702813744544983, 0.7589474320411682]",method2_semantic_embedding
821,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""선생님 덕분에 병이 다 났습니다.""",'낫다'는 '낫다'와 '낫다'로 구별할 수 없으므로 '낫다'로 통일한다. '낫다'는 '몸의 병이 나으려는 상태'를 뜻한다.,71,'낫다'는 '낫다'와 '낫다'로 구별할 수 없으므로 '낫다'로 통일한다. '낫다'는 '몸의 병이 나으려는 상태'를 뜻한다.,"[122, 57, 83, 18, 104, 39, 116, 51, 103, 38]","[0.8420785665512085, 0.8420785665512085, 0.8393160700798035, 0.8393160700798035, 0.8333472013473511, 0.8333472013473511, 0.832260251045227, 0.832260251045227, 0.8299385905265808, 0.8299385905265808]",method2_semantic_embedding
822,"""그 집은 {부모 자식간/부모 자식 간} 정이 두터운 것 같더라."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'자식간'은 하나의 단어가 아니다. 따라서 '자식'과 '간'을 각각의 단어로 보아 띄어 쓴다.,72,'자식간'은 하나의 단어가 아니다. 따라서 '자식'과 '간'을 각각의 단어로 보아 띄어 쓴다.,"[104, 39, 83, 18, 122, 57, 130, 139, 124, 59]","[0.8493506908416748, 0.8493506908416748, 0.8489347696304321, 0.8489347696304321, 0.8397665619850159, 0.8397665619850159, 0.8369764089584351, 0.8351743817329407, 0.8298014998435974, 0.8298014998435974]",method2_semantic_embedding
823,"""{모두 들/모두들} 만나서 반갑습니다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'모두들'은 하나의 단어이다. 따라서 띄어 쓰지 않고 붙여 쓴다.,73,'모두들'은 하나의 단어이다. 따라서 띄어 쓰지 않고 붙여 쓴다.,"[139, 104, 39, 133, 165, 136, 83, 18, 138, 122]","[0.8225212097167969, 0.8206356167793274, 0.8206356167793274, 0.8202881813049316, 0.8157312870025635, 0.8144612312316895, 0.8130189180374146, 0.8130189180374146, 0.8128483891487122, 0.8109990358352661]",method2_semantic_embedding
824,"""많은 {량/양}의 흰자위가 노른자위를 에워싸고 있음."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'양'은 '양(量)'의 음으로 '양(量)'은 '양'의 한자어 표준어로 쓰인다. 따라서 '양'으로 통일하여 적는다.,74,'양'은 '양(量)'의 음으로 '양(量)'은 '양'의 한자어 표준어로 쓰인다. 따라서 '양'으로 통일하여 적는다.,"[85, 20, 88, 23, 83, 18, 72, 7, 68, 3]","[0.8107871413230896, 0.8107871413230896, 0.8106936812400818, 0.8106936812400818, 0.8075348138809204, 0.8075348138809204, 0.8006933927536011, 0.8006933927536011, 0.7972733378410339, 0.7972733378410339]",method2_semantic_embedding
825,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
― 그것으로부터 시작된 질문 : 영혼은 찢어지는 물성인가 금가고 깨어지는 물성인가 하는 물음 사이",문장의 일부인 경우 앞뒤를 구분하기 위해 쌍점을 쓴다.,75,문장의 일부인 경우 앞뒤를 구분하기 위해 쌍점을 쓴다.,"[130, 149, 147, 146, 122, 57, 143, 148, 135, 150]","[0.8775839805603027, 0.8705881237983704, 0.8464145660400391, 0.8360943794250488, 0.8344793319702148, 0.8344793319702148, 0.8294892311096191, 0.8280869722366333, 0.8272056579589844, 0.8227866291999817]",method2_semantic_embedding
826,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""용의자가 실종된 그 날은 비가 내렸다.""","'그 날'은 '그날'로 적는다. '그날'은 '그 날'과 '그날'의 두 형태가 존재하지만, '그 날'이 더 흔하게 쓰인다.",76,"'그 날'은 '그날'로 적는다. '그날'은 '그 날'과 '그날'의 두 형태가 존재하지만, '그 날'이 더 흔하게 쓰인다.","[83, 18, 122, 57, 72, 7, 78, 13, 104, 39]","[0.811050534248352, 0.811050534248352, 0.808849036693573, 0.808849036693573, 0.8007607460021973, 0.8007607460021973, 0.799540638923645, 0.799540638923645, 0.7904515862464905, 0.7904515862464905]",method2_semantic_embedding
827,"""그는 밥을 {먹으면서 까지도/먹으면서까지도} 연신 말을 해 댔다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'까지'는 '까지도'와 '까지도'로 쓰는 것은 하나이다. '까지'와 '도'가 붙어서 쓰일 때는 '까지도'로 쓴다. '까지도'는 '까지'와 '도'가 하나의 단어이기 때문에 '까지'와 '도'로 분리해서 쓰는 것은 허용되지 않는다.,77,'까지'는 '까지도'와 '까지도'로 쓰는 것은 하나이다. '까지'와 '도'가 붙어서 쓰일 때는 '까지도'로 쓴다. '까지도'는 '까지'와 '도'가 하나의 단어이기 때문에 '까지'와 '도'로 분리해서 쓰는 것은 허용되지 않는다.,"[104, 39, 83, 18, 122, 57, 92, 27, 123, 58]","[0.831582248210907, 0.831582248210907, 0.8270127773284912, 0.8270127773284912, 0.8261562585830688, 0.8261562585830688, 0.8250344395637512, 0.8250344395637512, 0.8148190379142761, 0.8148190379142761]",method2_semantic_embedding
828,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""낮고 둥근 대좌는 연꽃잎이 돋을새김되어 있으며 아래부분은 없어진 것으로 보인다.""",'부분'은 하나의 단어이므로 별개의 단어로 보아 띄어 쓴다.,78,'부분'은 하나의 단어이므로 별개의 단어로 보아 띄어 쓴다.,"[130, 139, 83, 18, 104, 39, 122, 57, 133, 165]","[0.8584403395652771, 0.8572871088981628, 0.8481548428535461, 0.8481548428535461, 0.8470380902290344, 0.8470380902290344, 0.8341420888900757, 0.8341420888900757, 0.8275225162506104, 0.8267696499824524]",method2_semantic_embedding
829,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""짜장을 얼굴에 다 무치면서 먹었다.""",'았으면'은 '았/었'과 '-(으)ㄹ 수 있다'의 결합이 아니라 '이/아'와 '-(으)ㄹ 수 있다'의 결합이다. 따라서 '무쳤다'에 '-(으)ㄹ 수 있다'가 결합하면 '무쳤으면'이 된다.,79,'았으면'은 '았/었'과 '-(으)ㄹ 수 있다'의 결합이 아니라 '이/아'와 '-(으)ㄹ 수 있다'의 결합이다. 따라서 '무쳤다'에 '-(으)ㄹ 수 있다'가 결합하면 '무쳤으면'이 된다.,"[103, 38, 123, 58, 116, 51, 99, 34, 92, 27]","[0.8212314248085022, 0.8212314248085022, 0.8192686438560486, 0.8192686438560486, 0.8091034293174744, 0.8091034293174744, 0.8009989857673645, 0.8009989857673645, 0.7991517186164856, 0.7991517186164856]",method2_semantic_embedding
830,"""씻고 준비하고 있으랬더니 {입때/이때} 뭐 했어?"" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","'이'는 '이(이)는'의 준말로, '이'가 앞말에 붙어 '이(이)는'이 된다. '이'가 앞말에 붙어 '이(이)는'이 되어 뒷말과 붙을 때는 '이'만을 적는다. '이'는 '이(이)는'의 준말이지만, 앞말에 붙어 뒷말과 붙을 때는 '이'만을 적는다.",80,"'이'는 '이(이)는'의 준말로, '이'가 앞말에 붙어 '이(이)는'이 된다. '이'가 앞말에 붙어 '이(이)는'이 되어 뒷말과 붙을 때는 '이'만을 적는다. '이'는 '이(이)는'의 준말이지만, 앞말에 붙어 뒷말과 붙을 때는 '이'만을 적는다.","[97, 32, 96, 31, 118, 53, 104, 39, 92, 27]","[0.8573212027549744, 0.8573212027549744, 0.8543627858161926, 0.8543627858161926, 0.8465773463249207, 0.8465773463249207, 0.844664990901947, 0.844664990901947, 0.8395593762397766, 0.8395593762397766]",method2_semantic_embedding
831,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""모든 서류가 다 있는 데도 통과되지 못했다.""","'다'는 '모든 것, 모든 것들'을 뜻하는 말이다. '다'가 '모든 것'을 나타내는 어미나 관형사일 때는 '다'만으로도 충분한데, '다'가 명사 '모든 것'의 보조어일 때는 '모든 것'과 '다'를 함께 써야 한다. 이 문장의 '다'는 '모든 것'의 보조어가 아니라 '모든 것' 자체이므로 '모든 서류가 다 있는데도'가 옳다.",81,"'다'는 '모든 것, 모든 것들'을 뜻하는 말이다. '다'가 '모든 것'을 나타내는 어미나 관형사일 때는 '다'만으로도 충분한데, '다'가 명사 '모든 것'의 보조어일 때는 '모든 것'과 '다'를 함께 써야 한다. 이 문장의 '다'는 '모든 것'의 보조어가 아니라 '모든 것' 자체이므로 '모든 서류가 다 있는데도'가 옳다.","[104, 39, 83, 18, 123, 58, 97, 32, 122, 57]","[0.8396588563919067, 0.8396588563919067, 0.8383716940879822, 0.8383716940879822, 0.8271811604499817, 0.8271811604499817, 0.8239613771438599, 0.8239613771438599, 0.8220170736312866, 0.8220170736312866]",method2_semantic_embedding
832,"""내 사촌 동생은 엄청난 {개구쟁이/개구장이}다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","'개구장이'는 '개구쟁이'가 아닌 '개구장이'가 표준어이다. '개구장이'는 '개구쟁이'의 준말로 쓰이지만, '개구쟁이'는 '개구장이'의 준말이 아니다. '개구장이'는 '개구쟁이'의 준말이 아니므로 '개구장이'가 아닌 '개구쟁이'가 표준어이다.",82,"'개구장이'는 '개구쟁이'가 아닌 '개구장이'가 표준어이다. '개구장이'는 '개구쟁이'의 준말로 쓰이지만, '개구쟁이'는 '개구장이'의 준말이 아니다. '개구장이'는 '개구쟁이'의 준말이 아니므로 '개구장이'가 아닌 '개구쟁이'가 표준어이다.","[68, 3, 86, 21, 83, 18, 81, 16, 80, 15]","[0.7786065340042114, 0.7786065340042114, 0.7724796533584595, 0.7724796533584595, 0.7705062627792358, 0.7705062627792358, 0.7662498354911804, 0.7662498354911804, 0.7648889422416687, 0.7648889422416687]",method2_semantic_embedding
833,"""제가 {잘못/잘 못} 들었나 봐요."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'잘'은 부사 '잘'과 명사 '잘'이 혼용되어 쓰이는 경우가 있다. 이때 '부사 잘'은 '잘'의 뜻이 '잘하다'와 '잘하다'의 뜻을 나타내는 '잘'의 뜻을 나타내는 경우가 많다. 그러나 '부사 잘'이 '잘'의 뜻을 나타내는 경우가 아니라 '잘못'의 뜻을 나타내는 경우가 많을 때는 '잘'과 '못'이 붙어 '잘못'으로 쓴다. '잘못'의 경우는 '잘'이 부사 '잘'의 뜻을 나타내는 경우가 아니라 '잘못'의 뜻을 나타내는 경우이므로 '잘못'으로 쓴다.,83,'잘'은 부사 '잘'과 명사 '잘'이 혼용되어 쓰이는 경우가 있다. 이때 '부사 잘'은 '잘'의 뜻이 '잘하다'와 '잘하다'의 뜻을 나타내는 '잘'의 뜻을 나타내는 경우가 많다. 그러나 '부사 잘'이 '잘'의 뜻을 나타내는 경우가 아니라 '잘못'의 뜻을 나타내는 경우가 많을 때는 '잘'과 '못'이 붙어 '잘못'으로 쓴다. '잘못'의 경우는 '잘'이 부사 '잘'의 뜻을 나타내는 경우가 아니라 '잘못'의 뜻을 나타내는 경우이므로 '잘못'으로 쓴다.,"[96, 31, 104, 39, 102, 37, 92, 27, 83, 18]","[0.8249865174293518, 0.8249865174293518, 0.8236874938011169, 0.8236874938011169, 0.8221703171730042, 0.8221703171730042, 0.820877730846405, 0.820877730846405, 0.8166073560714722, 0.8166073560714722]",method2_semantic_embedding
834,"""{옛 몸/옛몸}은 땅에 묻혀 잠들어 있다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","'몸'은 '몸'의 음으로 적는다. '몸'의 음으로 '몸'으로 적을 수 있는 경우가 있는데, 그 경우는 '몸'의 뜻을 가진 단어가 '몸'의 뜻을 가진 단어에 붙어 합성어를 이루는 경우이다. '몸'은 이러한 경우가 아니므로 '몸'으로 적는다.",84,"'몸'은 '몸'의 음으로 적는다. '몸'의 음으로 '몸'으로 적을 수 있는 경우가 있는데, 그 경우는 '몸'의 뜻을 가진 단어가 '몸'의 뜻을 가진 단어에 붙어 합성어를 이루는 경우이다. '몸'은 이러한 경우가 아니므로 '몸'으로 적는다.","[104, 39, 90, 25, 107, 42, 92, 27, 64, 129]","[0.8387470245361328, 0.8387470245361328, 0.821599543094635, 0.821599543094635, 0.8184977173805237, 0.8184977173805237, 0.8180373907089233, 0.8180373907089233, 0.8157921433448792, 0.8157589435577393]",method2_semantic_embedding
835,"""이번 사업의 {성공율/성공률}은 상당히 높다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'율'은 '률'로만 쓰인다.,85,'율'은 '률'로만 쓰인다.,"[88, 23, 64, 129, 83, 18, 92, 27, 99, 34]","[0.8249184489250183, 0.8249184489250183, 0.8079447746276855, 0.8078464269638062, 0.8051780462265015, 0.8051780462265015, 0.8047744035720825, 0.8047744035720825, 0.8011861443519592, 0.8011861443519592]",method2_semantic_embedding
836,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""이 냄비는 열 보존률이 높지 않다.""","'보존'은 '보존하다'의 원형이다. '보존하다'의 어간 '보존'에 어미 '-이'가 결합하여 '보존이'가 된다. '보존이'는 '보존'에 '이'가 결합한 형태이므로 '보존'에 붙여 '보존이'를 '보존-'으로 줄여 적는다. 따라서 '보존'에 '-이'가 결합한 '보존이'는 '보존-'으로 줄여 적어야 하고, '보존-'에 '-ㄹ'이 결합하여 '보존률'이 된다.",86,"'보존'은 '보존하다'의 원형이다. '보존하다'의 어간 '보존'에 어미 '-이'가 결합하여 '보존이'가 된다. '보존이'는 '보존'에 '이'가 결합한 형태이므로 '보존'에 붙여 '보존이'를 '보존-'으로 줄여 적는다. 따라서 '보존'에 '-이'가 결합한 '보존이'는 '보존-'으로 줄여 적어야 하고, '보존-'에 '-ㄹ'이 결합하여 '보존률'이 된다.","[100, 35, 96, 31, 92, 27, 102, 37, 97, 32]","[0.843810498714447, 0.843810498714447, 0.8416591286659241, 0.8416591286659241, 0.8375768065452576, 0.8375768065452576, 0.8331084847450256, 0.8331084847450256, 0.8287726640701294, 0.8287726640701294]",method2_semantic_embedding
837,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
― 지원: [놀란 표정을 지으며] 벌써 역에 도착했다고?","문장 안에 들어가는 말을 나타내는 괄호는 왼쪽 끝이 마침표, 쉼표, 대시, 대괄호, 중괄호, 이중 인용호, 작은따옴표, 큰따옴표, 문장 부호 등과 붙을 때는 왼쪽 끝에 띄어 쓴다.",87,"문장 안에 들어가는 말을 나타내는 괄호는 왼쪽 끝이 마침표, 쉼표, 대시, 대괄호, 중괄호, 이중 인용호, 작은따옴표, 큰따옴표, 문장 부호 등과 붙을 때는 왼쪽 끝에 띄어 쓴다.","[142, 149, 148, 143, 145, 147, 130, 151, 152, 141]","[0.8647827506065369, 0.8404247760772705, 0.8337132334709167, 0.8227198719978333, 0.8139363527297974, 0.8136686682701111, 0.8081384301185608, 0.8080984354019165, 0.8029434680938721, 0.8008873462677002]",method2_semantic_embedding
838,"""{접때/저때} 얘기했던 그 사람이 드디어 왔다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'접하다'는 '접하다'와 '접하다'의 차이가 없으므로 '접하다'로 통일한다. '접하다'의 준말인 '접하다'는 '접하다'의 준말이므로 '접하다'로 통일하여 적는다. 따라서 '접때'가 아닌 '저때'가 옳다.,88,'접하다'는 '접하다'와 '접하다'의 차이가 없으므로 '접하다'로 통일한다. '접하다'의 준말인 '접하다'는 '접하다'의 준말이므로 '접하다'로 통일하여 적는다. 따라서 '접때'가 아닌 '저때'가 옳다.,"[126, 61, 104, 39, 121, 56, 99, 34, 101, 36]","[0.7992100715637207, 0.7992100715637207, 0.7962768077850342, 0.7962768077850342, 0.7941626906394958, 0.7941626906394958, 0.7940617203712463, 0.7940617203712463, 0.7901273965835571, 0.7901273965835571]",method2_semantic_embedding
839,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""잘 사는 사람들은 더 잘 살고 상대적으로 못 사는 사람들은 더 못 살게 느껴진다는 것이다.""","동사 '느끼다'는 '느끼다', '느끼어', '느끼고', '느끼는' 등과 같이 활용할 수 있다. 그러나 '느끼다'의 어간 '느끼'에 '-어'가 결합하여 '느끼어'가 되면, '느끼어'는 '느끼고'의 어간 '느끼'에 '-고'가 결합한 것이므로 '느끼고'로 줄여 적는다. 따라서 '더 잘 살게 느껴진다'는 '더 잘 살고 느껴진다'로 줄여 적을 수 있다.",89,"동사 '느끼다'는 '느끼다', '느끼어', '느끼고', '느끼는' 등과 같이 활용할 수 있다. 그러나 '느끼다'의 어간 '느끼'에 '-어'가 결합하여 '느끼어'가 되면, '느끼어'는 '느끼고'의 어간 '느끼'에 '-고'가 결합한 것이므로 '느끼고'로 줄여 적는다. 따라서 '더 잘 살게 느껴진다'는 '더 잘 살고 느껴진다'로 줄여 적을 수 있다.","[99, 34, 92, 27, 96, 31, 102, 37, 103, 38]","[0.8409814238548279, 0.8409814238548279, 0.8347042202949524, 0.8347042202949524, 0.8310229182243347, 0.8310229182243347, 0.8262796401977539, 0.8262796401977539, 0.82539302110672, 0.82539302110672]",method2_semantic_embedding
840,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""해당 사업은 아직 진행중입니다.""",'동일한 의미의 한 단어가 다른 단어에 의존하여 하나의 단어가 된다'는 병합의 의미를 나타내는 '중'은 부사격 조사 '는'과 결합하여 '중이다'가 된다. 따라서 '진행'과 '중이다'는 병합하여 '진행중이다'가 아니라 '진행 중이다'로 구별해야 한다.,90,'동일한 의미의 한 단어가 다른 단어에 의존하여 하나의 단어가 된다'는 병합의 의미를 나타내는 '중'은 부사격 조사 '는'과 결합하여 '중이다'가 된다. 따라서 '진행'과 '중이다'는 병합하여 '진행중이다'가 아니라 '진행 중이다'로 구별해야 한다.,"[104, 39, 83, 18, 78, 13, 92, 27, 122, 57]","[0.8851958513259888, 0.8851958513259888, 0.8728040456771851, 0.8728040456771851, 0.8686423897743225, 0.8686423897743225, 0.8557167053222656, 0.8557167053222656, 0.8546501398086548, 0.8546501398086548]",method2_semantic_embedding
841,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
― 육십갑자: 갑자, 을축, 병인, 정묘, 무진, 기사, 경오, 신미……신유, 임술, 계해",한 문장 안에서 같은 의미의 말이 반복될 때는 앞말에 쉼표를 쓴다.,91,한 문장 안에서 같은 의미의 말이 반복될 때는 앞말에 쉼표를 쓴다.,"[149, 104, 39, 130, 136, 90, 25, 83, 18, 78]","[0.874642550945282, 0.856310248374939, 0.856310248374939, 0.8452860116958618, 0.843332052230835, 0.8401838541030884, 0.8401838541030884, 0.8364279866218567, 0.8364279866218567, 0.8362746834754944]",method2_semantic_embedding
842,"다음 문장이 어문 규범에 부합하도록 문장 부호를 추가하고, 그 이유를 설명하세요.

― 손으로 만지지 마. 짜지도 말고( )",문장의 끝에 마침표를 쓴다.,92,문장의 끝에 마침표를 쓴다.,"[130, 143, 149, 152, 141, 148, 150, 145, 146, 147]","[0.8100537061691284, 0.8056416511535645, 0.7840988039970398, 0.7719544172286987, 0.7657414674758911, 0.754002571105957, 0.747378945350647, 0.744768500328064, 0.7447051405906677, 0.740982711315155]",method2_semantic_embedding
843,"""{나레이션/내레이션}이 나오기 시작했다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",내레이션(narration)의 원어 발음은 [nærəˈʃn]으로 [ə]는 '어'로 표기한다. 따라서 '내레이션'이 옳다.,93,내레이션(narration)의 원어 발음은 [nærəˈʃn]으로 [ə]는 '어'로 표기한다. 따라서 '내레이션'이 옳다.,"[86, 21, 171, 121, 56, 167, 177, 172, 160, 64]","[0.7799457311630249, 0.7799457311630249, 0.7739638090133667, 0.757270097732544, 0.757270097732544, 0.7547982931137085, 0.7537764310836792, 0.7527594566345215, 0.7526625394821167, 0.7516672015190125]",method2_semantic_embedding
844,"""토끼가 {깡총깡총/깡충깡충} 뛰어갔다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'깡충깡충'은 '깡충'이 모음으로 시작하는 말이므로 앞말에 '-하'를 붙여 '깡충'으로 적는다. 반면 '깡총깡총'은 '깡총'이 모음으로 시작하는 말이므로 앞말에 '-하'를 붙여 '깡총'으로 적는다. '깡충깡충'이 아니라 '깡총깡총'이 옳다.,94,'깡충깡충'은 '깡충'이 모음으로 시작하는 말이므로 앞말에 '-하'를 붙여 '깡충'으로 적는다. 반면 '깡총깡총'은 '깡총'이 모음으로 시작하는 말이므로 앞말에 '-하'를 붙여 '깡총'으로 적는다. '깡충깡충'이 아니라 '깡총깡총'이 옳다.,"[117, 52, 125, 60, 107, 42, 104, 39, 108, 43]","[0.8432080745697021, 0.8432080745697021, 0.8288698196411133, 0.8288698196411133, 0.8258905410766602, 0.8258905410766602, 0.8242976665496826, 0.8242976665496826, 0.8234217762947083, 0.8234217762947083]",method2_semantic_embedding
